id,age,sexe,taux,situationFamiliale,nbEnfantsAcharge,seconde_voiture,immatriculation
164740,48,M,567,En Couple,2,true,3221 EL 73
164754,62,M,420,En Couple,4,true,4204 PP 41
164756,25,M,780,En Couple,3,true,4203 VW 83
164762,50,M,570,En Couple,4,true,4674 TV 75
164813,27,F,481,En Couple,0,true,8246 BJ 20
164833,40,M,241,En Couple,3,true,4232 IF 89
164834,27,M,1145,En Couple,1,true,9733 SC 43
164849,29,M,233,En Couple,3,true,33 JP 32
164858,54,M,874,En Couple,1,true,2063 EM 14
164860,57,F,547,En Couple,2,true,8515 NJ 85
164874,74,M,1316,En Couple,0,true,1728 RN 26
164877,65,F,423,En Couple,1,true,1946 EG 22
164884,78,M,442,En Couple,2,true,9128 YU 67
164889,57,M,467,En Couple,4,true,2613 UQ 70
164891,33,F,504,En Couple,2,true,4489 VL 97
164896,79,F,1274,En Couple,1,true,895 UU 13
164905,20,F,928,En Couple,4,true,5123 VH 58
164907,43,M,455,N/D,4,true,4521 BX 13
164912,47,F,1118,En Couple,2,true,3240 RW 44
164917,25,M,425,En Couple,1,true,508 RV 31
164920,67,M,1335,En Couple,0,true,7485 YF 84
164923,21,M,544,En Couple,3,true,1897 YQ 16
164931,27,M,181,En Couple,0,true,8909 PM 53
164934,28,F,446,En Couple,2,true,9902 HR 63
164939,24,F,169,En Couple,2,true,217 HS 24
164942,38,M,1099,En Couple,2,true,1794 XD 56
164953,50,M,245,En Couple,3,true,5698 TW 76
164982,71,F,457,En Couple,3,true,8599 EU 81
164990,44,F,485,En Couple,3,true,1300 OT 98
164993,48,M,441,En Couple,4,true,2254 MU 74
164995,56,M,1207,En Couple,2,true,2265 NK 63
165020,83,M,583,En Couple,4,true,1661 OZ 76
165026,30,M,1388,En Couple,2,true,1482 BR 62
165034,23,M,930,En Couple,3,true,8587 TE 57
165036,22,M,485,En Couple,4,true,8544 VQ 31
165037,20,F,415,En Couple,2,true,3986 DT 43
165052,56,M,204,En Couple,1,true,6044 MU 26
165054,72,M,863,En Couple,0,true,6550 NG 53
165055,31,M,719,En Couple,1,true,1606 OK 74
165062,22,F,435,En Couple,3,true,1661 MQ 30
165067,45,M,575,En Couple,0,true,3930 FV 13
165068,39,F,157,En Couple,2,true,7362 PP 68
165078,84,M,458,En Couple,1,true,8363 CW 81
165084,25,F,1357,En Couple,4,true,7426 MV 61
165090,44,F,557,En Couple,4,true,9722 LJ 60
165091,56,M,568,En Couple,1,true,6000 KR 43
165105,37,M,231,En Couple,2,true,2416 AP 77
165107,31,M,823,En Couple,0,true,5872 IV 18
165126,51,F,509,En Couple,1,true,9908 QU 64
165130,45,M,818,En Couple,1,true,7718 PC 70
165148,56,M,1167,En Couple,2,true,3105 AK 60
165163,52,M,1194,En Couple,2,true,7566 ZB 85
165173,34,F,740,En Couple,0,true,3874 ZJ 81
165186,63,M,1290,En Couple,4,true,2083 YH 12
165202,70,F,567,En Couple,1,true,6971 OK 18
165203,28,M,463,En Couple,3,true,3431 VD 91
165208,18,F,867,En Couple,0,true,9295 MD 31
165219,-1,M,559,En Couple,1,true,8004 QH 84
165226,60,M,1344,En Couple,1,true,8395 HM 55
165232,44,F,576,En Couple,4,true,5941 AR 78
165249,28,F,1046,En Couple,0,true,8983 YO 77
165255,81,M,443,En Couple,4,true,3411 SV 57
165285,68,F,919,En Couple,2,true,7334 RA 27
165287,24,M,197,En Couple,4,true,6117 PV 71
165296,27,M,572,En Couple,3,true,300 JG 47
165299,48,M,427,En Couple,0,true,6832 BS 54
165304,52,F,1120,En Couple,2,true,9269 GB 60
165305,73,M,550,En Couple,1,true,5390 JN 98
165308,41,F,555,En Couple,2,true,9952 RL 83
165312,27,F,1077,En Couple,1,true,8302 UT 88
165318,46,F,550,En Couple,2,true,7333 QU 59
165324,23,M,1183,En Couple,3,true,7184 PD 65
165327,22,M,412,En Couple,4,true,7063 ID 71
165329,18,M,495,En Couple,2,true,5616 GV 59
165337,19,F,1245,En Couple,2,true,4913 FZ 97
165338,20,M,545,En Couple,3,true,3359 EQ 27
165364,27,M,583,En Couple,2,true,24 BH 90
165365,68,F,1108,En Couple,4,true,5742 SS 47
165367,21,F,785,En Couple,0,true,3838 XC 82
165369,64,F,528,En Couple,0,true,5604 TU 76
165375,48,M,912,En Couple,0,true,640 ZI 81
165377,51,M,1023,En Couple,0,true,7671 ZG 77
165379,35,M,520,En Couple,3,true,5091 YJ 24
165390,26,F,1155,En Couple,2,true,3927 JB 16
165394,58,F,1383,En Couple,1,true,4897 JQ 97
165408,53,F,477,En Couple,3,true,4443 QQ 13
165417,78,F,499,En Couple,2,true,2358 MQ 70
165440,38,M,737,En Couple,1,true,6759 LO 67
165453,32,M,536,En Couple,3,true,113 GN 63
165459,53,M,219,En Couple,2,true,3741 QH 52
165464,25,M,1357,En Couple,4,true,5536 PX 60
165469,39,M,162,En Couple,3,true,357 QP 40
165477,21,F,591,En Couple,4,true,547 YX 58
165479,23,M,571,En Couple,0,true,14 KH 56
165485,42,M,492,En Couple,2,true,3774 TA 79
165488,18,F,598,En Couple,2,true,5373 UX 10
165497,77,F,435,En Couple,1,true,9773 HR 64
165511,42,M,560,En Couple,3,true,1381 DO 47
165514,20,F,881,En Couple,1,true,3899 AF 48
165517,34,M,593,En Couple,0,true,9369 XX 76
165522,23,M,463,En Couple,3,true,6342 HN 23
165528,42,M,1153,En Couple,1,true,2421 PD 51
165529,32,M,950,En Couple,2,true,8936 YW 25
165531,21,F,561,En Couple,2,true,1496 EO 28
165539,54,F,1325,En Couple,4,true,3917 UB 61
165551,25,F,576,En Couple,1,true,827 CD 33
165586,61,M,1125,En Couple,2,true,80 UP 70
165592,45,M,1173,En Couple,4,true,2757 CP 50
165595,24,F,1096,En Couple,2,true,4540 IN 55
165596,54,M,715,En Couple,1,true,6065 FJ 30
165598,32,M,442,En Couple,2,true,7606 KR 58
165607,46,F,1165,En Couple,3,true,2834 JX 74
165608,64,M,1221,En Couple,2,true,8537 ZG 17
165611,64,M,211,En Couple,2,true,4012 YG 59
165619,73,M,1206,En Couple,3,true,6100 IA 39
165623,25,M,199,En Couple,1,true,6598 UR 76
165633,42,F,1179,En Couple,1,true,6928 ZM 61
165637,24,M,586,En Couple,0,true,3954 JC 23
165641,52,M,526,En Couple,1,true,1588 BH 42
165651,56,M,533,En Couple,3,true,2074 AJ 10
165654,21,M,192,En Couple,4,true,6908 XM 13
165664,52,M,588,En Couple,2,true,817 UN 57
165679,83,M,1078,En Couple,0,true,97 HW 24
165684,31,F,1103,En Couple,2,true,2623 RT 51
165692,26,M,701,En Couple,0,true,4353 BH 31
165703,21,F,400,En Couple,3,true,5312 ZX 75
165708,35,M,510,En Couple,3,true,5704 DH 60
165710,42,F,203,En Couple,2,true,3424 VS 88
165720,47,M,201,En Couple,1,true,9857 LR 59
165723,44,M,532,En Couple,2,true,4241 HL 69
165731,46,M,514,En Couple,3,true,7156 OQ 96
165734,43,F,211,En Couple,2,true,3087 MI 87
165756,34,F,568,En Couple,0,true,5303 ID 19
165759,32,M,432,En Couple,0,true,9852 JA 43
165764,40,M,500,En Couple,2,true,2183 BT 98
165772,76,M,245,En Couple,4,true,4741 PN 72
165781,41,M,224,En Couple,0,true,7793 SV 84
165784,48,F,579,En Couple,3,true,4318 AD 31
165816,30,F,556,En Couple,0,true,4655 MP 32
165822,47,M,1221,En Couple,2,true,3142 ZD 32
165832,56,M,585,En Couple,3,true,1113 ST 56
165841,39,M,510,En Couple,0,true,9685 KL 18
165870,51,F,816,En Couple,1,true,1793 VP 52
165888,54,M,559,En Couple,1,true,2345 XP 88
165895,51,M,193,En Couple,1,true,1861 TP 90
165897,72,M,180,En Couple,4,true,4601 RF 63
165905,27,F,574,En Couple,0,true,3329 EL 92
165916,68,M,478,En Couple,1,true,9712 VR 58
165928,56,M,1061,En Couple,1,true,1195 QA 12
165937,44,F,181,En Couple,2,true,7525 QW 14
165951,20,M,581,En Couple,2,true,1521 EY 31
165956,73,F,418,En Couple,2,true,1182 BR 48
165958,69,M,212,En Couple,2,true,3229 YX 51
165978,78,M,539,En Couple,3,true,4248 IX 51
165981,19,M,441,En Couple,0,true,7634 CV 72
165991,28,M,438,En Couple,0,true,6571 XZ 51
165994,84,M,548,En Couple,4,true,9202 LD 18
166018,33,M,415,En Couple,0,true,2768 MC 79
166032,70,M,1313,En Couple,4,true,1297 ZU 16
166037,56,M,501,En Couple,1,true,1554 CR 31
166043,58,M,187,En Couple,4,true,1134 QV 26
166047,80,F,499,En Couple,2,true,5920 FA 57
166059,30,M,543,En Couple,1,true,8035 JU 75
166093,53,F,507,En Couple,1,true,3891 BF 53
166103,63,M,1388,En Couple,1,true,1709 HG 77
166118,71,M,884,?,2,true,133 TP 38
166131,21,M,420,En Couple,3,true,8936 AF 45
166135,22,M,417,En Couple,1,true,9815 FF 15
166139,18,F,203,En Couple,2,true,5209 SP 42
166148,65,M,822,En Couple,1,true,16 ON 62
166153,73,F,1088,En Couple,1,true,4111 SQ 41
166192,36,F,511,En Couple,1,true,4952 JN 13
166204,36,M,457,En Couple,2,true,7256 ER 66
166210,49,M,506,En Couple,1,true,7992 IU 60
166227,22,F,165,En Couple,3,true,5023 DT 48
166230,52,F,451,En Couple,0,true,391 EV 37
166232,36,M,512, ,0,true,3363 BB 10
166244,22,F,480,En Couple,0,true,2944 PE 22
166246,33,M,162,En Couple,0,true,7287 UO 22
166254,29,F,804,En Couple,4,true,7154 WT 89
166255,40,M,210,En Couple,0,true,1650 EV 10
166267,36,M,582,En Couple,1,true,5129 BP 15
166277,81,M,1137,Marie(e),4,true,8024 IH 61
166285,68,F,557,En Couple,3,true,3925 BO 27
166287,42,M,488,En Couple,3,true,4164 NV 21
166326,19,M,438,En Couple,0,true,179 TA 97
166328,21,M,1223,En Couple,1,true,7817 ER 81
166341,33,M,463,En Couple,1,true,6859 CP 21
166352,30,M,1217,En Couple,4,true,7825 UF 16
166353,20,F,197,En Couple,2,true,8555 FO 20
166364,80,F,470,En Couple,0,true,2552 IG 84
166366,51,M,533,En Couple,3,true,1794 WY 47
166373,33,M,433,En Couple,1,true,8978 RB 42
166380,20,M,837,En Couple,3,true,4499 BP 19
166382,30,M,589,En Couple,0,true,5202 VD 19
166390,24,M,553,En Couple,1,true,7547 JV 84
166393,21,M,1292,En Couple,1,true,5410 OI 65
166401,25,M,428,En Couple,1,true,650 IV 65
166411,56,F,492,En Couple,4,true,2877 JU 57
166426,75,M,497,En Couple,2,true,6711 PN 28
166441,46,M,897,En Couple,1,true,8717 LM 33
166444,23,M,1275,En Couple,0,true,8065 FY 67
166446,28,F,797,En Couple,3,true,1641 SB 75
166449,61,M,903,En Couple,3,true,8482 WV 70
166450,51,M,877,En Couple,3,true,1029 BT 16
166452,60,M,1380,En Couple,2,true,8547 XS 44
166459,29,M,1290,En Couple,4,true,2275 MI 45
166464,41,F,579,En Couple,1,true,271 RG 53
166468,28,M,517,En Couple,1,true,4783 TI 25
166476,44,F,200,En Couple,2,true,5793 YP 86
166477,76,M,565,En Couple,4,true,6785 IW 39
166483,51,M,539,En Couple,1,true,2116 KH 77
166499,80,M,537,En Couple,4,true,932 BA 80
166512,26,F,561,En Couple,3,true,3325 SN 50
166514,19,F,565,En Couple,0,true,4920 MJ 31
166515,61,M,507,En Couple,2,true,7346 QO 42
166517,54,M,455,En Couple,0,true,7150 AE 26
166518,65,M,962,En Couple,1,true,2090 FX 79
166523,28,M,977,En Couple,1,true,2080 XE 80
166528,71,M,556,En Couple,0,true,763 PB 82
166534,54,M,156,En Couple,4,true,6527 SY 90
166554,37,M,594,En Couple,2,true,980 YZ 67
166566,74,M,561,En Couple,0,true,5138 VG 31
166590,75,F,974,En Couple,0,true,9319 MP 72
166591,24,M,463,En Couple,1,true,8727 FQ 42
166592,78,M,1188,En Couple,3,true,7792 WP 24
166600,80,F,1331,En Couple,2,true,3247 QL 22
166614,39,M,1280,En Couple,1,true,9045 XD 16
166619,26,M,505,En Couple,1,true,7368 YF 82
166620,69,M,828,En Couple,3,true,8479 XV 24
166625,22,M,503,En Couple,3,true,5193 ZS 51
166631,53,M,400,En Couple,4,true,6139 JP 87
166634,42,M,439,En Couple,3,true,8116 JF 31
166641,53,M,165,En Couple,4,true,5368 VO 52
166642,40,M,505,En Couple,1,true,4076 XN 70
166643,37,F,409,En Couple,3,true,7035 KD 92
166647,42,M,483,En Couple,1,true,56 AB 63
166658,57,M,471,En Couple,0,true,7076 VM 58
166677,24,M,591,En Couple,0,true,561 UI 12
166678,60,M,432,En Couple,?,true,403 ET 49
166684,55,M,516,En Couple,1,true,5854 LL 49
166688,59,M,1059,En Couple,4,true,4505 OF 31
166695,45,M,470,En Couple,4,true,8012 TQ 20
166697,33,M,961,En Couple,1,true,9430 IO 85
166717,36,M,1094,En Couple,2,true,1819 SK 59
166734,24,M,412,En Couple,3,true,6580 BX 73
166737,42, ,1122,En Couple,0,true,2903 JB 45
166738,46,M,1161,En Couple,3,true,7743 QE 81
166745,19,M,483,En Couple,1,true,4871 HN 20
166756,84,M,857,En Couple,1,true,2601 SJ 87
166763,29,M,707,En Couple,1,true,466 EZ 40
166765,46,M,526,En Couple,3,true,7358 HE 71
166769,36,M,589,En Couple,3,true,3555 PR 37
166779,27,F,409,En Couple,2,true,8407 VG 42
166782,54,M,741,En Couple,0,true,7464 AB 30
166787,57,M,589,En Couple,0,true,7973 ID 57
166805,69,M,945,En Couple,2,true,1190 XV 53
166809,42,M,248,En Couple,2,true,9878 CY 30
166813,50,M,189,En Couple,0,true,7123 CS 87
166819,65,F,421,En Couple,1,true,276 HR 86
166820,67,F,1381,En Couple,2,true,9519 XU 19
166833,35,M,1086,En Couple,4,true,6792 GY 46
166845,36,M,165,En Couple,4,true,7688 SN 37
166847,30,M,585,En Couple,2,true,9972 LG 51
166860,28,F,1249,En Couple,4,true,385 DR 58
166869,44,M,455,En Couple,2,true,1559 JP 44
166873,51,M,185,En Couple,2,true,3983 ZQ 66
166877,56,M,208,En Couple,4,true,8939 CG 69
166890,30,F,504,En Couple,1,true,5206 UZ 56
166891,23,M,184,En Couple,4,true,3708 QA 62
166900,69,F,1307,En Couple,0,true,3951 ZW 24
166907,19,M,538,En Couple,2,true,4046 IN 27
166919,21,M,571,En Couple,3,true,4943 DL 33
166926,43,M,459,En Couple,2,true,5252 SI 63
166948,54,F,1239,En Couple,0,true,1129 JE 38
166949,80,M,411,En Couple,3,true,9234 CP 51
166956,55,M,508,En Couple,1,true,2420 NH 43
166959,21,M,158,En Couple,2,true,1346 WO 53
166984,33,M,415,En Couple,1,true,7877 KW 69
166993,38,M,1078,En Couple,2,true,6337 PX 58
167000,48,M,484,En Couple,0,true,6054 SO 86
167002,80,F,912,En Couple,1,true,2201 JY 83
167008,22,M,992,En Couple,0,true,5262 ZZ 82
167012,82,M,576,En Couple,3,true,2030 FD 31
167016,38,F,519,En Couple,1,true,3065 UF 26
167021,82,M,182,En Couple,2,true,5727 IE 16
167023,62,M,401,En Couple,0,true,5844 RV 57
167036,64,M,546,En Couple,0,true,369 AN 94
167039,23,M,427,En Couple,2,true,6247 YK 43
167040,30,F,570,En Couple,2,true,5295 HP 44
167051,35,M,244,En Couple,3,true,188 FM 92
167073,51,F,585,En Couple,3,true,2362 GI 81
167080,18,M,488,En Couple,4,true,69 YL 69
167082,24,M,470,En Couple,1,true,8589 KR 21
167095,19,M,1087,En Couple,4,true,6196 UZ 78
167109,26,F,586,En Couple,2,true,200 VL 86
167110,20,M,501,En Couple,4,true,5900 LT 93
167115,75,M,1019,En Couple,2,true,7681 PA 47
167124,33,M,185,En Couple,2,true,5683 DG 69
167135,26,F,558,En Couple,1,true,1965 MN 93
167138,51,M,504,En Couple,3,true,1652 AB 70
167167,20,M,777,En Couple,0,true,7318 UO 56
167168,58,M,581,En Couple,3,true,4404 MQ 93
167169,75,F,1315,En Couple,1,true,7444 PP 42
167178,31,M,452,En Couple,0,true,5848 SC 46
167179,43,F,214,En Couple,4,true,5424 FW 64
167181,29,M,416,En Couple,0,true,6032 DE 35
167189,37,M,1282,En Couple,1,true,7588 MV 54
167191,40,F,771,Marie(e),2,true,8369 JK 42
167193,78,F,1092,En Couple,3,true,8834 FB 28
167200,25,M,1111,En Couple,3,true,7045 OD 74
167201,42,M,508,En Couple,0,true,7076 YH 98
167209,50,M,1302,En Couple,1,true,9354 JM 83
167210,48,F,764,En Couple,1,true,366 AY 58
167227,46,M,1010,En Couple,2,true,4320 QD 30
167231,42,F,594,En Couple,1,true,2116 MS 48
167253,36,M,235,En Couple,0,true,2833 VL 41
167262,29,M,569,En Couple,1,true,3530 VL 48
167270,55,F,1200,En Couple,0,true,3542 VF 80
167277,50,F,577,En Couple,1,true,6511 MI 47
167302,52,M,1102,En Couple,1,true,6607 MJ 36
167311,38,M,1136,En Couple,4,true,7026 RR 91
167324,66,M,594,En Couple,0,true,7113 IO 69
167330,44,M,169,En Couple,2,true,1441 JK 91
167347,52,M,1202,En Couple,1,true,3392 PJ 66
167350,64,M,804,En Couple,1,true,9514 MP 23
167355,31,M,1146,En Couple,3,true,1123 HK 97
167357,20,M,515,En Couple,1,true,9020 CD 18
167358,20,F,1334,En Couple,1,true,5431 ZS 54
167389,52,M,796,En Couple,4,true,2168 WB 77
167391,44,M,492,En Couple,0,true,1358 AY 80
167399,21,M, ,En Couple,1,true,8727 XY 63
167407,57,F,203,En Couple,3,true,3153 NM 18
167408,82,F,578,En Couple,4,true,1229 FK 57
167410,32,F,540,En Couple,3,true,7002 BV 41
167414,39,M,1179,En Couple,2,true,5954 MM 36
167415,66,F,220,En Couple,1,true,3105 FR 27
167419,47,M,215,En Couple,0,true,476 AM 19
167428,71,M,1216,En Couple,2,true,2394 LV 26
167431,27,M,533,En Couple,4,true,7956 WJ 94
167444,64,F,1358,En Couple,3,true,3746 YF 44
167446,27,M,1387,En Couple,2,true,4400 KM 36
167451,63,M,442,En Couple,0,true,3990 FG 59
167452,19,M,430,En Couple,1,true,5037 YX 26
167455,31,M,525,En Couple,2,true,4823 XT 13
167476,49,M,442,En Couple,1,true,8109 FA 63
167487,35,M,1396,En Couple,0,true,834 YK 93
167498,53,M,196,En Couple,2,true,825 FK 61
167501,60,F,434,En Couple,0,true,1346 FT 37
167502,81,M,401,En Couple,4,true,4210 ZM 36
167505,58,M,241,En Couple,4,true,4055 AI 59
167513,19,F,406,En Couple,2,true,3022 NG 33
167514,59,M,440,En Couple,3,true,1834 KG 86
167522,73,M,424,En Couple,2,true,4472 RV 35
167525,55,M,1093,En Couple,0,true,2620 MG 12
167531,54,M,436,En Couple,1,true,985 YL 39
167545,84,M,213,En Couple,2,true,7675 XT 66
167562,32,F,517,En Couple,0,true,7678 SQ 81
167563,55,M,461,En Couple,0,true,9166 VT 32
167576,24,F,950,En Couple,3,true,7038 OE 31
167577,29,M,499,En Couple,0,true,2389 GO 48
167591,67,M,212,En Couple,2,true,1710 VZ 16
167593,43,F,405,En Couple,1,true,5876 XC 87
167603,84,M,578,En Couple,1,true,5442 YW 49
167608,25,M,164,En Couple,2,true,3978 EO 10
167609,36,M,973,En Couple,0,true,863 RW 35
167615,52,F,527,En Couple,2,true,5757 TA 61
167618,84,M,465,En Couple,3,true,3963 GM 26
167625,48,M,498,En Couple,0,true,885 EW 31
167628,36,M,827,En Couple,2,true,4602 DO 14
167629,79,M,599,En Couple,0,true,7852 KM 34
167630,53,M,432,En Couple,1,true,3384 PV 72
167632,29,M,1204,En Couple,1,true,6694 KA 40
167641,83,M,447,En Couple,2,true,8038 ZA 76
167650,59,F,220,En Couple,4,true,6959 NM 27
167656,23,M,579,En Couple,1,true,785 SO 74
167657,70,F,580,En Couple,3,true,6068 PQ 85
167658,54,M,244,En Couple,0,true,5389 FS 77
167664,43,M,1252,En Couple,2,true,2821 VV 92
167674,41,M,586,En Couple,4,true,2694 HV 71
167713,30,M,478,En Couple,1,true,2782 SN 11
167723,44,M,472,En Couple,4,true,2399 ZP 86
167730,29,M,169,En Couple,4,true,1498 UJ 34
167733,28,M,195,En Couple,4,true,2565 OW 26
167735,19,M,430,En Couple,0,true,1753 PU 31
167736,52,M,152,En Couple,3,true,525 UW 45
167746,37,M,173,En Couple,3,true,6656 SS 60
167764,25,M,848,En Couple,4,true,1898 YB 33
167770,39,M,240,En Couple,1,true,4658 YD 34
167774,31,F,543,En Couple,0,true,3000 JI 45
167784,20,F,573,En Couple,4,true,6842 CL 84
167791,56,M,1136,En Couple,3,true,3094 NT 72
167798,75,M,514,En Couple,2,true,3447 CK 61
167808,81,M,1191,En Couple,0,true,5765 HJ 37
167809,51,M,461,En Couple,2,true,4446 FG 13
167814,19,F,448,Marie(e),2,true,6254 GH 13
167820,34,F,175,En Couple,0,true,9921 EP 82
167824,49,F,948,En Couple,4,true,1190 CV 85
167829,56,M,1122,En Couple,3,true,7498 SW 58
167843,58,M,553,En Couple,3,true,9524 HZ 36
167845,81,M,459,En Couple,2,true,8389 BT 52
167851,25,M,237,En Couple,0,true,2182 BY 94
167871,81,M,248,En Couple,0,true,1402 BI 21
167880,18,M,459,En Couple,2,true,9090 DA 12
167881,50,M,504,En Couple,0,true,6098 PZ 22
167884,26,M,542,En Couple,0,true,6663 ND 55
167898,75,M,599,En Couple,2,true,7762 VX 51
167901,21,F,404,En Couple,3,true,2180 NI 44
167907,43,M,422,En Couple,1,true,943 HC 58
167908,49,M,217,En Couple,1,true,2130 NY 59
167911,53,M,490,En Couple,4,true,5171 WG 22
167917,31,F,787,En Couple,1,true,739 HI 73
167921,63,M,962,En Couple,0,true,8945 HF 86
167946,61,F,400,En Couple,4,true,6283 NL 68
167952,25,M,590,En Couple,1,true,2648 ID 23
167963,60,M,837,En Couple,0,true,1516 BH 97
167968,26,F,1239,En Couple,3,true,423 BZ 64
167981,26,M,212,En Couple,0,true,7508 PO 65
167989,46,F,557,En Couple,3,true,2090 OF 90
167991,81,F,588,En Couple,4,true,4473 OJ 33
167994,51,M,502,En Couple,2,true,2550 SF 90
167998,24,M,479,En Couple,3,true,9774 BK 34
167999,63,M,591,En Couple,1,true,6653 NM 59
168001,48,M,847,En Couple,1,true,6037 OP 82
168021,79,M,441,En Couple,1,true,9180 PL 96
168027,51,M,1292,En Couple,1,true,8732 BQ 15
168031,28,M,973,En Couple,2,true,3886 FQ 75
168032,46,M,905,En Couple,0,true,4566 FH 37
168053,44,M,583,En Couple,3,true,29 XI 82
168055,75,M,542,En Couple,2,true,8954 LD 21
168066,34,M,439,En Couple,2,true,4139 LT 91
168081,32,M,909,En Couple,4,true,3356 LR 66
168109,44,M,218,En Couple,2,true,2068 MN 49
168110,52,M,525,En Couple,2,true,4715 KK 17
168119,53,M,492,En Couple,4,true,821 AG 67
168126,39,M,480,En Couple,4,true,5447 XK 98
168147,41,F,1062,En Couple,2,true,519 DH 63
168175,21,M,471,En Couple,1,true,8163 CM 30
168179,23,F,171,En Couple,2,true,4887 OC 70
168184,46,M,177,En Couple,0,true,8928 EX 27
168190,55,M,1147,En Couple,3,true,9651 UX 57
168193,19,M,466,En Couple,4,true,1591 QW 60
168195,23,M,537,En Couple,2,true,3518 JY 95
168196,34,M,152,En Couple,3,true,6820 ZE 81
168224,66,F,164,En Couple,2,true,6541 JI 33
168227,64,M,441,En Couple,2,true,8876 SY 43
168243,46,F,484,En Couple,1,true,8002 IC 11
168244,77,M,1312,En Couple,2,true,2577 LP 49
168257,24,M,421,En Couple,1,true,2614 PF 94
168264,21,F,1003,En Couple,4,true,2424 SX 41
168267,72,M,1134,Marie(e),1,true,365 ZN 24
168301,38,M,507,En Couple,0,true,639 WI 72
168304,56,M,711,En Couple,0,true,8053 ZY 46
168311,49,M,1224,En Couple,2,true,8867 DK 43
168314,20,F,979,En Couple,2,true,8913 TK 75
168316,23,F,494,En Couple,4,true,7227 YE 13
168318,24,M,1121,?,0,true,6216 FK 87
168320,29,M,560,En Couple,1,true,5945 PR 25
168323,38,F,207,En Couple,-1,true,8764 UC 84
168329,63,F,451,En Couple,0,true,5139 HS 51
168333,19,M,236,En Couple,3,true,5543 UV 70
168338,72,M,1080,En Couple,0,true,4090 QE 30
168340,77,M,1022,En Couple,2,true,8430 UK 97
168344,40,M,549,En Couple,1,true,441 BE 53
168381,41,F,464,En Couple,2,true,3525 RK 61
168385,25,M,411,En Couple,0,true,9138 MZ 19
168392,38,M,804,En Couple,2,true,4016 JU 40
168402,58,M,466,En Couple,0,true,5084 GW 12
168412,68,M,448,En Couple,2,true,1620 JP 16
168413,42,M,1057,En Couple,1,true,3360 JY 50
168418,30,F,592,En Couple,1,true,8191 XC 81
168420,30,M,452,En Couple,4,true,7115 UF 31
168424,28,F,571,En Couple,2,true,4226 BK 95
168425,42,M,580,En Couple,3,true,313 PO 50
168429,51,F,534,En Couple,4,true,7603 NV 96
168433,72,M,521,En Couple,4,true,5631 TQ 78
168438,48,M,1180,En Couple,0,true,2377 IJ 33
168443,42,M,525,En Couple,1,true,3208 OE 55
168446,28,M,408,En Couple,3,true,7654 HE 63
168496,21,M,592,En Couple,0,true,9417 EZ 45
168503,75,F,1224,En Couple,1,true,682 HF 53
168514,65,M,1206,En Couple,0,true,4452 GQ 73
168526,48,M,1210,En Couple,0,true,4901 DZ 38
168530,63,F,181,En Couple,3,true,2078 PR 33
168540,21,M,1069,En Couple,1,true,588 OH 19
168546,21,M,988,En Couple,2,true,1821 RR 84
168564,41,F,507,En Couple,0,true,4514 WV 30
168570,63,M,500,En Couple,2,true,9005 YN 96
168572,23,M,218,En Couple,4,true,758 ZJ 53
168575,29,F,206,En Couple,4,true,4136 DF 28
168589,73,M,548,En Couple,2,true,235 WN 32
168597,24,F,519,En Couple,2,true,1566 WK 84
168603,51,M,582,En Couple,3,true,5227 KN 61
168610,47,M,191,En Couple,4,true,6756 SZ 76
168616,25,M,819,En Couple,4,true,7207 PI 51
168618,70,M,421,En Couple,1,true,3659 YN 10
168620,29,F,427,En Couple,3,true,3734 HC 11
168628,53,F,413,En Couple,4,true,5063 JI 33
168631,35,M,554,En Couple,3,true,3638 LE 24
168635,39,M,179,En Couple,4,true,6446 ZI 84
168636,35,M,1029,En Couple,4,true,1966 MG 89
168654,53,F,594,En Couple,3,true,2907 CU 22
168681,46,F,165,En Couple,3,true,7050 IN 42
168695,56,M,1148,En Couple,1,true,2283 IQ 73
168710,33,M,503,En Couple,2,true,4465 UD 38
168712,47,M,735,En Couple,0,true,1450 NZ 67
168716,24,F,818,En Couple,1,true,7128 VC 82
168719,57,M,1032,En Couple,0,true,8459 JZ 56
168723,76,F,805,En Couple,0,true,2417 GJ 19
168731,50,F,458,En Couple,2,true,1773 ZD 26
168743,42,F,1137,En Couple,2,true,9135 PI 46
168748,52,M,205,En Couple,0,true,9638 QL 91
168771,28,M,447,En Couple,2,true,832 HP 31
168777,84,M,456,En Couple,4,true,638 UV 88
168780,39,F,422,En Couple,3,true,8571 FS 66
168786,18,M,489,En Couple,2,true,2297 CJ 85
168790,44,M,846,En Couple,1,true,6233 OB 97
168791,29,M,568,En Couple,2,true,9704 UU 47
168803,80,M,576,En Couple,1,true,6547 ZK 87
168812,33,F,587,En Couple,1,true,3670 UQ 77
168818,32,M,709,En Couple,2,true,6626 WL 29
168831,64,M,1035,En Couple,3,true,2813 BZ 66
168839,43,M,456,En Couple,2,true,6597 KC 33
168841,51,F,237,En Couple,1,true,111 TI 19
168850,55,F,1227,En Couple,4,true,289 HT 55
168851,29,M,717,En Couple,3,true,7148 CY 55
168860,19,M,895,En Couple,1,true,3846 MC 97
168898,22,M,477,En Couple,0,true,2290 BK 75
168901,75,M,489,En Couple,1,true,4323 SI 92
168908,22,F,510,En Couple,1,true,7598 LZ 17
168914,19,M,891,En Couple,1,true,131 VI 77
