Age,Taux,Enfants à charge,seconde_voiture
23,433,2,false
19,824,2,false
44,491,4,false
29,159,4,false
18,429,3,false
22,567,0,false
45,811,0,true
63,580,0,false
38,705,2,false
81,242,0,false
24,1054,0,false
47,1043,1,true
28,494,0,false
26,172,3,true
29,219,0,false
77,155,0,false
25,464,1,false
62,514,4,false
80,964,0,false
65,480,0,false
23,521,0,false
56,1370,1,false
36,474,1,false
59,239,0,false
40,573,0,false
76,183,2,false
67,512,2,false
56,1028,1,false
69,463,3,false
54,450,4,false
21,514,1,false
31,418,0,false
45,549,0,false
75,531,2,true
36,516,1,false
22,433,0,false
47,947,3,false
59,467,1,false
29,435,4,false
40,523,2,false
83,200,2,false
22,579,2,false
65,563,3,false
47,595,0,false
57,572,0,false
57,962,3,false
31,850,0,false
43,197,0,false
37,490,2,false
20,512,2,true
24,585,4,true
31,1269,1,false
77,535,4,false
79,208,2,false
49,209,3,false
26,1362,0,false
40,813,0,false
42,1144,1,false
65,1339,3,true
34,481,2,false
42,1070,0,false
35,1234,2,false
58,579,0,false
21,558,0,false
40,219,4,false
19,167,0,false
35,486,0,false
47,1395,2,false
46,574,2,true
20,1151,4,false
23,1396,0,false
26,162,1,false
23,500,0,false
62,587,2,false
27,521,0,false
27,1381,0,false
77,597,0,false
60,239,0,false
28,793,0,false
41,465,4,false
31,228,2,true
20,500,1,false
44,161,0,false
31,186,2,false
26,233,3,false
18,497,0,false
27,441,2,false
72,215,1,false
66,513,3,false
76,1073,0,false
33,825,0,true
22,1332,0,false
74,820,1,false
56,828,2,false
21,243,1,false
38,536,1,false
44,151,0,false
77,245,2,false
57,413,1,false
71,991,0,false
39,574,2,false
63,173,0,false
23,500,0,false
49,542,0,false
20,700,0,false
38,216,0,false
40,724,3,true
50,874,1,false
51,1010,2,false
34,428,1,false
82,412,0,false
76,524,1,false
83,593,0,false
25,197,1,false
18,547,0,false
19,401,1,false
68,576,3,false
31,1120,0,false
50,206,0,false
37,150,1,false
21,558,0,false
48,1022,3,false
80,855,4,false
35,568,1,false
42,226,0,false
56,450,0,false
26,1186,0,false
44,460,0,false
32,171,0,false
41,244,2,true
38,901,0,false
42,469,0,false
29,565,1,false
57,404,3,true
46,954,0,false
23,436,2,false
34,189,0,false
69,557,0,false
35,220,0,false
47,577,1,false
29,161,1,false
57,1266,0,false
79,534,1,true
52,532,2,false
41,404,1,false
43,1065,3,false
75,248,0,false
70,505,0,false
50,1159,0,false
26,241,1,false
50,411,1,false
33,522,-1,true
42,543,2,false
75,561,3,false
54,1090,0,false
82,1339,4,false
59,938,2,false
33,587,4,false
45,555,2,true
53,441,0,false
50,449,3,false
74,1215,3,false
37,541,0,false
46,922,0,false
27,426,2,false
30,195,0,0
28,425,2,false
65,198,4,false
48,445,0,false
56,435,2,true
37,245,3,false
44,503,0,false
62,400,2,false
21,407,0,false
18,446,1,false
53,756,0,false
19,488,2,true
25,441,0,true
26,520,1,false
65,1268,1,false
37,425,0,false
70,700,0,false
74,1223,2,false
18,875,3,true
48,1328,4,true
29,209,2,false
34,567,0,false
18,1080,3,false
27,558,4,true
37,497,0,false
37,437,0,false
50,529,2,false
27,401,0,false
27,159,0,false
25,515,2,false
51,1303,1,false
28,420,0,false
81,1324,2,false
82,514,3,false
42,509,0,false
51,244,0,true
18,550,0,false
44,423,2,false
75,468,2,true
41,449,2,false
18,748,0,false
21,848,0,false
21,406,0,false
41,1137,1,true
22,952,0,false
27,502,3,false
34,238,4,true
29,1029,0,false
57,509,4,false
36,854,0,false
18,587,0,false
25,486,1,false
38,220,0,false
52,987,0,true
73,1068,0,false
34,1146,2,false
82,481,2,false
23,586,0,false
47,519,1,false
41,421,1,false
25,439,2,false
83,594,0,false
39,526,2,false
75,1364,3,false
56,595,0,false
23,520,0,false
33,404,3,true
57,477,4,false
39,527,4,false
80,447,0,false
19,506,2,false
55,509,0,false
31,836,0,false
60,560,0,true
71,460,0,false
30,587,0,false
35,486,3,true
56,402,2,false
40,537,4,false
39,242,3,false
32,728,2,true
45,1128,0,false
53,529,3,false
18,902,0,false
56,471,3,true
21,493,4,false
75,521,1,false
28,562,0,true
78,521,3,false
62,414,1,false
78,450,3,false
43,542,0,true
18,898,3,false
44,481,1,false
20,578,0,false
45,450,3,false
41,493,0,false
80,409,0,false
68,953,0,false
18,417,1,false
21,462,1,false
46,711,0,false
32,479,0,false
64,564,0,false
59,589,0,false
59,991,0,false
79,440,3,false
29,164,1,false
36,187,3,false
24,813,2,false
21,580,0,false
23,497,0,false
18,456,4,false
22,514,0,false
32,167,2,false
20,1075,1,false
54,552,0,false
19,434,0,false
43,548,0,false
26,589,0,false
59,445,0,false
32,1159,0,false
76,518,2,false
59,503,0,false
82,462,2,false
28,216,2,false
36,576,1,false
65,1172,4,false
36,1113,0,false
84,427,0,false
51,590,0,false
75,1015,1,false
18,214,4,false
56,562,1,false
59,899,0,false
63,508,1,false
43,189,0,false
39,1290,0,false
41,518,3,false
26,164,2,false
25,196,3,false
35,594,3,false
50,581,0,false
31,463,0,false
54,938,2,false
19,164,0,false
63,1028,0,false
29,873,0,false
71,803,0,false
54,230,1,false
36,1139,2,false
49,1387,4,true
29,207,1,false
19,539,2,false
53,1394,0,false
36,566,2,true
28,556,0,false
19,549,2,false
38,155,2,true
30,489,4,false
61,440,1,false
74,433,1,false
20,590,2,false
39,523,0,false
79,229,1,false
53,235,1,false
23,1128,1,false
32,532,0,false
43,424,1,false
42,509,0,false
32,553,3,false
73,406,0,false
27,548,1,false
23,221,1,false
49,1329,0,false
35,997,3,false
42,507,3,false
35,464,0,false
54,213,2,false
82,1176,3,false
26,194,0,false
33,444,0,false
25,151,0,false
45,223,2,false
26,456,1,false
57,544,0,false
22,525,1,false
42,598,3,false
23,437,0,false
48,1162,2,false
24,405,2,false
52,1154,1,false
28,203,0,false
27,1311,0,false
40,461,1,false
46,502,2,false
44,167,3,false
24,1033,0,false
48,578,0,false
24,432,3,false
36,202,0,false
24,751,1,true
33,224,0,false
28,541,3,false
21,406,3,false
23,457,4,true
 ,242,4,false
23,527,1,false
24,1217,1,true
29,1013,0,false
30,404,4,false
19,449,2,false
25,1038,3,true
39,872,0,false
53,153,2,true
29,197,0,false
20,438,2,false
63,593,1,true
55,492,0,false
54,1023,0,false
30,448,0,false
45,206,1,false
48,593,4,false
20,532,0,false
21,244,3,false
51,982,0,false
23,459,3,false
24,1274,2,false
72,1180,3,false
49,413,2,false
75,510,0,false
39,474,0,false
45,191,0,false
47,543,0,false
41,445,0,false
65,831,0,false
83,1164,1,false
20,938,3,false
72,522,3,true
66,1364,0,false
44,473,0,false
63,514,3,false
50,219,4,false
56,1208,2,false
77,1020,0,false
30,182,4,true
50,1077,3,false
35,492,2,false
18,867,0,false
57,503,0,false
27,566,2,false
48,197,0,false
39,416,2,false
46,523,4,true
40,891,3,false
69,238,0,false
74,865,1,false
71,497,0,false
58,1184,0,false
32,913,0,false
27,484,4,false
25,473,2,true
82,859,0,false
28,190,1,false
67,477,3,false
67,167,0,false
36,1107,0,false
31,409,2,true
81,588,3,false
75,514,4,false
64,200,2,false
70,565,0,false
28,509,1,false
48,178,0,false
78,237,0,false
21,431,3,false
78,416,0,false
39,228,4,false
84,564,3,false
21,494,0,false
59,181,0,false
42,177,0,false
39,555,0,false
53,556,3,false
36,584,4,false
75,244,2,true
27,713,0,false
44,571,3,false
36,1300,0,false
39,750,2,false
28,235,0,false
52,935,0,false
52,1278,4,false
55,530,0,false
30,528,2,false
82,883,0,false
52,423,0,false
50,556,0,false
59,899,3,false
60,210,1,false
77,526,0,false
40,1215,4,true
44,431,0,false
41,537,1,false
72,579,1,false
18,570,0,true
49,479,0,true
25,173,0,false
43,1284,0,false
82,207,2,false
70,582,3,false
52,900,0,false
78,433,0,false
21,401,0,false
83,915,0,false
60,586,0,false
19,439,1,false
56,534,0,false
34,210,0,true
78,536,0,false
33,446,0,false
43,754,0,false
29,842,4,false
28,774,4,false
54,1353,2,false
19,190,4,true
74,535,0,true
55,448,1,false
54,416,1,false
20,436,0,false
44,249,3,true
71,708,0,false
33,595,1,false
44,458,1,true
39,1265,3,false
41,231,1,true
63,187,2,true
73,1289,0,false
32,178,0,false
49,484,4,true
51,933,0,false
43,166,0,false
20,923,0,true
57,456,3,true
19,407,0,false
77,1270,4,true
29,195,4,false
81,1394,1,false
41,426,0,false
39,470,4,true
25,467,2,true
44,213,0,false
35,838,0,false
48,507,2,false
23,1055,2,false
49,562,0,false
55,218,0,true
55,551,2,true
46,410,4,true
35,592,0,false
35,1156,2,false
41,159,0,false
53,430,1,false
19,498,0,false
73,199,0,false
71,518,1,false
31,-1,3,false
47,216,1,false
37,1188,1,false
84,173,0,false
69,525,0,false
54,496,4,false
28,1306,4,false
74,155,1,false
54,439,4,false
24,586,0,false
19,182,4,false
45,519,0,false
55,864,1,false
19,544,0,false
53,235,2,false
53,794,1,false
18,178,1,true
30,490,4,false
27,519,1,false
74,742,2,false
21,501,2,false
30,566,0,false
52,905,1,false
46,591,0,false
49,1328,0,false
45,597,0,false
43,447,0,false
54,880,0,false
70,1046,0,false
29, ,1,false
58,229,4,false
36,557,2,false
40,457,0,false
73,543,1,false
82,750,3,false
38,506,3,false
25,478,1,false
53,475,2,false
81,1087,0,false
24,1170,2,false
58,1366,0,false
42,819,0,false
27,567,0,false
21,234,1,false
79,501,3,true
24,528,2,false
24,183,3,true
23,718,2,false
47,804,3,false
45,153,1,true
30,599,0,false
75,911,0,false
35,797,4,false
18,794,0,false
51,545,4,true
53,427,0,false
39,474,0,false
43,810,2,false
57,1075,0,false
56,241,0,false
23,402,0,false
45,1036,0,false
48,184,2,true
27,443,3,true
68,564,1,false
35,435,2,false
38,153,4,false
35,151,0,false
37,525,0,false
59,173,3,false
20,171,0,false
70,241,1,true
23,951,3,true
49,407,2,false
76,1111,3,false
22,834,2,true
82,443,4,true
47,480,4,false
32,178,3,true
28,883,0,false
37,210,0,false
72,855,2,false
45,559,1,false
57,525,2,false
72,435,1,false
27,451,1,false
19,465,2,true
47,525,0,false
70,530,0,false
84,216,0,false
40,476,2,false
44,200,0,false
77,565,2,false
27,469,0,false
69,414,0,false
38,499,2,false
48,232,0,false
29,490,0,false
18,174,2,false
43,546, ,false
52,599,3,false
60,1239,4,false
70,1138,3,false
38,489,1,false
65,453,0,false
50,230,2,true
33,1299,2,true
28,1283,0,false
38,1233,0,false
75,164,2,false
52,821,1,false
74,474,1,false
22,1266,0,false
28,1250,0,false
20,446,0,false
23,228,0,false
37,406,1,true
41,224,0,false
28,1230,0,false
61,536,1,false
32,1012,0,false
83,976,0,false
53,441,3,false
35,592,0,false
48,215,2,false
42,599,0,false
73,525,2,false
65,547,1,false
34,562,0,false
24,417,3,false
34,951,2,false
34,524,2,false
37,597,0,false
18,409,0,false
32,566,4,true
36,463,4,false
60,435,0,false
29,221,3,false
65,522,0,true
50,518,0,false
21,414,4,true
45,480,4,false
83,529,0,false
45,446,0,false
35,944,1,false
38,214,4,true
22,1095,0,false
23,825,0,false
39,890,2,false
26,1106,0,false
20,235,2,false
59,963,1,false
52,210,4,false
54,909,0,false
23,521,2,false
38,530,2,false
33,581,0,false
31,1381,3,false
61,502,4,false
28,1242,3,false
37,510,0,false
67,504,2,true
40,517,1,false
52,514,4,true
67,184,0,false
22,1393,0,false
21,491,0,false
79,501,2,false
32,580,0,false
66,486,0,false
34,710,2,false
37,582,0,false
26,218,0,false
23,1350,0,false
29,233,0,false
57,428,3,false
30,428,2,false
28,461,1,false
61,513,1,false
55,1057,2,false
55,151,0,false
66,739,2,false
31,501,2,false
21,526,0,false
59,1290,0,false
57,1268,4,false
22,1101,0,false
72,1037,4,false
23,565,1,true
31,450,3,false
23,221,0,false
56,974,1,false
27,1022,0,false
31,234,4,false
56,154,0,false
36,1048,0,false
27,461,0,false
39,1244,0,false
29,546,2,false
28,223,0,false
31,166,0,false
55,179,0,false
75,726,2,false
60,539,2,false
32,927,4,false
23,477,0,false
35,525,2,false
19,487,1,true
54,217,2,false
69,1078,0,false
81,459,0,false
27,1366,0,false
26,221,2,false
43,176,0,false
47,563,0,false
75,542,0,false
82,1011,1,true
22,732,2,false
20,577,2,false
55,539,1,true
21,901,4,true
43,566,0,false
20,514,0,false
23,227,0,false
52,227,0,false
61,509,0,false
43,728,1,false
58,195,0,false
25,904,4,false
80,152,0,false
45,1107,0,false
68,740,2,false
52,584,1,false
28,526,0,false
42,792,0,false
30,1272,0,true
57,1240,3,false
84,475,4,true
47,448,0,false
22,234,0,false
21,498,0,false
33,562,3,false
39,1002,0,false
54,516,2,false
45,413,1,false
37,214,0,false
28,900,2,false
77,230,4,false
29,1168,0,false
58,1278,3,false
22,495,3,false
30,477,0,false
49,202,0,false
22,595,0,false
48,162,3,false
56,456,2,false
39,469,4,false
71,544,0,false
21,556,2,false
71,1076,3,false
74,248,0,false
27,571,1,false
19,434,0,false
56,233,1,false
46,241,2,false
40,545,2,false
52,414,0,false
48,192,0,false
74,419,3,false
81,176,3,false
37,550,1,false
36,1134,0,false
69,401,0,false
22,462,0,false
77,227,4,false
56,206,4,false
42,1217,1,false
41,151,4,false
37,811,1,false
36,1362,2,false
22,183,2,true
59,459,3,false
24,863,0,true
40,214,0,false
18,870,1,true
29,242,0,false
81,494,1,false
24,1173,1,false
60,415,0,false
61,435,0,true
58,418,4,false
31,561,0,false
27,562,2,false
30,539,4,true
57,932,3,false
50,440,1,false
26,151,2,false
24,1372,1,false
71,436,0,false
65,155,1,false
32,969,2,false
31,525,2,false
50,569,3,false
52,407,0,false
62,1393,0,false
83,416,1,false
31,433,2,false
55,441,0,false
20,1297,2,false
18,504,2,true
28,415,1,true
22,528,0,false
52,423,4,false
33,194,0,false
83,581,0,false
30,588,0,false
20,838,3,false
80,207,0,false
70,220,4,false
41,1266,0,false
57,537,4,false
27,599,4,false
20,496,1,false
59,213,0,false
63,439,0,true
55,484,4,false
49,1368,4,false
30,516,0,false
50,954,2,false
22,229,0,false
36,233,0,false
38,437,3,true
52,468,2,false
81,1258,1,false
23,564,0,false
38,474,0,false
57,504,0,false
56,512,0,false
51,165,0,false
80,494,0,false
59,436,2,false
41,201,1,false
61,1067,0,false
20,1028,1,true
58,1262,0,false
22,777,0,false
21,457,0,false
72,598,0,false
83,519,1,false
78,527,1,false
26,583,4,false
54,544,0,false
36,244,2,false
22,561,0,false
58,589,1,false
73,425,4,false
77,219,2,true
29,811,0,false
23,193,3,true
45,510,2,false
30,419,1,true
49,415,3,false
59,839,4,false
23,580,1,false
64,450,4,false
44,444,2,false
66,163,0,false
36,240,1,false
59,478,1,false
41,599,3,true
81,232,4,false
30,590,2,false
25,527,3,true
44,786,0,false
47,436,1,false
53,752,3,false
31,433,0,false
67,444,3,false
54,741,2,false
84,400,3,false
23,407,2,false
37,225,2,false
26,458,0,false
38,429,0,false
31,1311,2,true
32,529,1,false
22,582,2,false
77,790,0,false
82,420,3,true
32,1343,2,false
19,440,2,false
55,556,0,true
27,414,2,false
26,489,0,false
59,487,0,false
62,499,1,false
30,205,0,false
36,534,0,false
38,963,0,false
80,558,0,false
30,544,0,false
43,983,0,false
63,545,3,false
21,1272,2,false
52,544,0,true
58,156,2,false
18,208,0,false
47,572,0,false
42,419,3,false
36,178,0,false
18,527,1,false
31,186,3,false
67,414,1,false
30,452,0,false
28,539,2,false
29,418,0,false
42,727,4,false
47,544,1,false
21,1265,2,false
18,1210,0,false
44,564,2,false
47,592,0,false
33,205,0,false
68,715,3,false
51,506,0,false
21,1386,1,false
55,227,1,false
46,521,0,false
23,763,0,false
40,481,2,false
65,164,2,true
53,440,0,false
47,763,2,false
27,498,2,false
37,471,2,true
59,803,0,false
36,484,1,false
59,1123,4,false
26,409,4,false
35,1247,1,false
28,401,0,true
21,405,2,false
84,209,1,true
77,401,2,false
48,588,4,false
84,561,1,true
53,495,0,false
66,169,4,false
26,501,0,false
31,186,0,false
34,836,3,false
22,518,0,false
34,156,3,false
54,150,1,false
19,450,1,false
83,407,0,false
76,868,3,false
82,547,1,true
54,200,0,false
28,421,2,false
43,587,1,true
56,1376,1,false
58,456,0,false
75,466,0,true
77,812,1,false
32,530,3,true
38,956,0,false
20,515,1,false
18,487,1,false
27,439,0,false
22,1092,4,false
18,427,0,false
29,199,0,false
57,578,0,false
30,151,4,false
31,1016,3,false
56,1315,1,true
46,532,0,false
58,575,1,false
34,814,1,false
37,798,3,false
49,472,0,false
36,465,2,false
79,487,1,false
29,220,0,false
51,195,0,false
23,1336,4,false
49,525,3,false
25,560,4,false
84,593,1,false
24,598,0,false
26,449,0,false
51,922,0,false
32,582,2,false
46,415,1,false
18,882,1,false
69,898,0,false
54,246,3,false
22,567,2,false
25,1290,3,false
79,888,0,false
42,164,2,true
18,905,0,false
52,536,0,false
35,531,0,false
83,556,0,false
25,462,0,false
58,1052,0,false
77,190,1,false
22,1356,1,false
52,569,1,false
26,1383,0,false
38,247,4,false
58,536,0,false
30,750,2,false
47,457,0,false
58,194,0,false
40,1088,1,false
59,228,4,false
21,565,0,false
18,541,1,true
53,202,0,false
34,473,0,false
83,191,1,false
33,1035,0,false
40,521,4,true
32,590,0,false
31,515,2,false
33,223,0,false
44,994,1,false
73,160,0,false
62,560,0,true
47,1279,0,false
40,197,0,false
27,865,2,false
24,1398,0,false
56,1262,4,false
83,234,2,false
49,592,2,false
24,542,0,false
47,539,0,false
82,206,0,false
30,533,2,false
71,1357,3,false
53,952,3,true
21,416,0,false
18,181,3,false
39,540,3,false
48,570,0,false
27,1197,0,false
28,529,4,true
27,453,2,false
23,1273,1,true
20,425,2,false
40,156,0,0
61,1116,3,false
19,413,0,false
34,460,1,false
79,548,0,false
65,1308,0,false
22,1113,3,false
40,548,3,false
29,186,0,false
71,714,0,false
77,468,0,false
50,238,3,false
32,948,0,false
41,443,0,true
27,588,2,false
24,955,0,false
29,433,0,false
37,234,0,false
44,1387,3,false
22,1268,0,false
25,532,0,false
54,449,1,false
71,225,0,false
25,1100,2,false
32,509,4,false
26,1378,2,false
57,1219,2,false
41,245,0,false
29,445,1,false
19,204,0,false
58,195,2,false
24, ,1,false
57,434,2,false
23,513,1,false
29,559,0,true
27,1195,0,false
30,563,0,false
41,578,2,false
19,896,0,false
38,478,0,false
52,586,4,false
37,522,0,false
40,520,2,true
25,1029,0,false
68,496,4,true
36,832,0,false
35,224,0,false
68,508,1,false
60,905,0,false
33,1095,2,false
36,243,0,false
71,557,3,false
45,998,3,false
56,771,3,false
73,521,1,true
26,442,2,false
59,1012,2,false
45,1046,2,false
80,182,0,false
45,178,0,false
37,1263,0,false
69,188,0,false
29,422,0,false
62,750,0,false
42,420,2,false
45,457,0,false
25,240,2,false
36,1085,0,false
68,589,0,false
55,495,3,false
23,218,3,false
34,900,1,false
28,168,2,false
59,521,0,true
81,903,1,false
18,242,0,false
41,417,0,false
57,511,0,false
56,238,3,false
47,503,3,false
42,787,2,false
19,1127,4,true
56,473,0,true
71,462,2,true
30,221,0,false
40,904,2,false
73,506,2,false
35,577,0,true
32,552,4,false
31,421,1,false
84,1145,0,false
72,558,0,false
81,214,2,false
52,448,3,false
56,404,0,false
35,1380,0,false
39,530,0,false
79,218,3,false
34,480,0,false
20,233,1,false
28,225,0,false
43,514,0,false
22,1044,3,false
66,1030,3,false
46,1394,0,false
31,489,0,false
38,597,1,true
63,229,0,false
28,804,1,false
52,964,0,false
38,1117,0,false
74,757,2,false
47,574,2,false
81,420,0,false
64,1192,0,true
58,208,0,false
61,1210,0,false
21,0,0,false
48,548,1,true
81,1322,0,false
80,594,4,false
77,560,0,false
35,576,1,false
30,495,0,false
74,482,1,false
20,1078,2,false
61,443,3,false
49,1052,3,false
46,851,0,false
41, ,2,false
80,418,0,false
62,988,1,false
29,210,4,false
59,547,0,false
42,476,4,false
43,1179,1,false
83,576,0,false
67,181,1,false
19,1334,0,true
55,211,4,false
21,425,4,false
55,1217,2,false
44,487,2,false
34,825,4,false
32,755,1,false
39,902,0,false
53,750,4,false
61,782,3,true
44,503,0,false
57,452,1,true
52,153,2,false
67,504,3,false
49,499,0,false
38,482,3,false
50,574,0,false
44,219,2,false
38,173,0,false
22,179,4,false
64,500,0,false
29,544,4,false
63,1006,1,false
34,446,0,false
78,241,0,false
28,411,1,false
18,417,2,false
52,828,3,false
76,178,4,false
82,597,0,false
54,530,0,false
50,231,0,false
49,437,0,false
21,401,2,false
55,421,4,false
21,1153,3,false
83,471,0,false
51,558,0,true
67,1391,1,false
58,539,3,false
22,209,2,false
29,783,4,false
30,525,0,false
52,1239,1,false
26,422,0,false
38,208,2,false
65,546,0,false
40,438,4,false
70,512,0,false
23,1371,1,false
26,575,2,false
22,150,3,false
34,204,0,true
46,575,2,false
83,1231,1,false
64,455,0,false
56,514,0,false
27,525,2,false
31,1083,4,false
51,232,0,false
26,452,1,false
84,566,0,false
19,554,0,false
59,489,3,false
25,1358,0,false
73,476,1,false
47,452,2,false
44,413,4,false
44,1246,1,true
46,197,1,false
32,465,0,false
42,889,4,false
47,1140,0,false
20,457,4,false
49,871,0,false
26,592,1,false
22,598,1,false
22,169,0,false
25,433,1,false
52,244,3,false
56,466,4,true
41,1332,1,true
24,483,0,false
71,427,1,true
61,210,3,false
78,441,4,false
66,228,2,false
73,593,3,true
37,152,4,true
60,409,4,false
22,1064,3,false
33,418,0,false
25,1190,1,false
53,422,2,false
28,0,0,false
51,459,0,false
28,1167,2,false
43,1031,1,false
37,1274,0,false
37,497,0,false
20,710,3,false
38,756,0,false
64,582,1,false
22,407,0,false
44,554,1,true
62,933,1,false
49,454,0,false
77,479,0,false
22,576,0,false
31,176,0,false
72,1239,0,false
60,574,0,false
74,559,0,false
59,425,3,false
29,558,2,false
46,583,0,false
39,930,0,false
48,773,2,false
23,163,1,true
26,1171,1,false
34,182,0,false
52,193,1,true
55,528,0,false
53,193,0,false
23,509,0,false
80,487,1,true
20,1183,2,false
29,565,0,false
48,458,4,false
63,231,0,false
48,520,4,true
40,176,0,false
54,161,2,true
18,435,0,false
59,495,1,false
19,493,1,false
69,227,3,false
25,839,0,false
40,475,3,false
29,466,0,false
26,508,0,false
52,402,0,false
68,492,0,false
19,910,0,false
18,701,2,false
28,455,3,false
24,423,0,false
25,227,1,false
20,963,3,false
68,501,0,true
56,543,0,false
19,412,1,true
22,747,3,false
80,-1,0,false
56,1221,3,false
21,426,0,false
47,203,2,false
53,521,4,true
55,229,1,false
64,483,1,false
51,501,4,false
43,1233,3,true
83,446,1,false
55,182,3,true
20,465,1,false
64,588,0,false
37,204,0,false
80,242,1,false
20,180,1,false
49,413,1,false
50,839,1,false
60,474,0,false
30,553,0,false
52,420,3,false
32,452,4,false
32,896,1,false
59,968,2,false
32,1014,0,false
28,1373,0,false
39,549,3,false
20,223,1,true
-1,507,0,false
31,236,2,false
59,225,0,false
50,484,4,false
20,409,4,false
21,1261,0,false
59,411,4,false
51,497,0,false
35,899,2,false
53,231,2,false
63,584,1,false
70,242,0,false
49,571,1,false
65,549,1,true
38,527,1,true
21,750,2,false
53,1326,2,true
46,982,1,false
51,578,1,true
26,514,1,false
33,403,2,false
80,591,0,false
49,402,1,false
28,540,0,false
84,484,4,true
41,431,1,false
49,468,2,true
30,515,1,false
80,402,2,false
37,506,0,false
40,1341,0,false
66,708,1,true
26,195,0,false
26,203,2,true
46,443,1,true
28,566,4,false
20,598,4,false
45,432,0,false
46,770,0,false
35,163,3,false
59,851,3,false
40,571,1,false
38,460,3,false
79,593,4,false
54,788,2,false
35,931,1,false
43,496,3,false
29,151,3,false
68,581,1,false
26,494,0,false
26,494,0,false
46,526,0,false
58,483,3,false
69,482,4,true
32,418,3,false
25,1375,2,false
20,436,1,false
39,467,2,false
55,1293,0,false
24,1135,0,false
51,761,1,false
52,568,4,false
20,461,0,false
21,526,1,false
67,521,0,false
55,497,0,false
35,474,1,true
38,1247,0,false
37,410,4,false
33,245,1,false
28,755,4,true
60,1222,2,false
51,240,0,false
20,181,0,false
29,227,1,false
46,453,0,false
52,423,0,false
83,197,0,false
77,197,2,false
42,895,0,false
76,465,1,false
44,587,4,false
80,210,0,true
59,435,4,false
43,517,4,false
26,418,1,true
82,757,3,true
26,482,0,true
48,1394,0,false
50,438,2,false
29,1308,0,false
47,416,2,false
46,402,0,false
32,563,2,false
22,728,0,false
32,406,2,false
59,210,4,true
50,974,0,false
20,543,0,false
67,211,0,false
21,171,2,false
32,188,3,false
65,1081,0,false
26,463,4,false
51,490,0,false
84,801,3,false
66,843,1,false
55,450,0,false
34,559,0,false
75,482,3,false
26,493,0,true
35,886,0,true
52,176,0,false
25,984,3,false
54,949,0,false
22,202,0,false
51,1048,0,false
49,1131,0,false
69,461,0,false
40,486,0,false
79,571,2,false
33,780,0,false
54,204,0,false
32,963,1,false
59,457,3,false
27,432,1,false
43,860,0,false
39,460,0,false
31,930,0,false
37,428,3,false
78,426,4,false
33,418,0,false
39,595,2,false
45,494,2,false
58,571,4,false
58,406,1,true
28,216,0,false
21,981,2,false
51,877,0,false
25,1057,3,false
70,247,0,false
53,203,2,false
22,212,0,false
45,199,0,false
64,1165,2,false
81,455,2,true
18,437,1,false
56,426,1,false
37,879,1,false
77,820,3,false
29,432,0,false
27,855,0,false
65,1143,1,false
50,537,1,false
60,995,0,false
46,1258,3,false
38,543,0,false
49,495,0,false
35,1321,0,false
54,206,1,false
32,480,3,true
73,452,4,false
18,538,1,false
63,185,3,false
57,1267,3,false
42,167,1,false
27,589,0,false
47,216,0,false
53,739,4,false
19,477,3,true
79,489,0,false
60,542,1,false
32,502,2,false
61,545,0,false
18,477,4,false
63,523,4,false
50,170,2,true
44,590,0,false
21,153,0,false
42,754,2,false
84,211,2,true
53,968,4,false
19,472,4,true
53,416,2,false
33,863,0,false
49,1239,2,false
24,571,4,false
34,480,2,false
81,190,0,false
40,589,4,false
35,892,1,false
42,1292,3,false
83,232,0,false
45,532,0,false
32,1098,0,false
47,188,0,false
63,541,3,false
36,457,4,false
18,438,0,false
19,538,4,false
63,722,3,false
39,916,0,false
83,151,0,false
32,940,2,true
25,221,2,false
32,1263,0,false
29,963,0,false
24,1208,2,true
23,577,2,false
56,946,3,false
19,225,1,false
59,494,1,false
23,566,0,false
41,206,3,false
40,815,0,false
18,847,3,false
73,1157,4,false
32,462,0,false
71,406,0,true
56,523,1,false
81,1247,2,false
18,899,4,false
31,732,0,false
36,872,4,true
54,1352,2,false
40,442,0,false
60,509,0,false
64,860,4,false
19,1018,2,false
69,565,2,false
20,214,3,false
39,512,3,false
21,883,0,false
47,544,0,false
56,475,0,false
55,560,0,false
27,230,4,false
47,450,1,false
32,470,0,false
50,1222,0,false
78,438,1,false
22,762,2,false
40,901,3,false
29,1375,0,false
59,559,0,false
29,207,2,false
82,1262,3,false
39,1201,0,false
74,578,2,false
38,566,2,false
24,1352,0,false
56,514,1,false
67,190,0,false
33,465,0,false
51,194,2,true
19,750,4,false
75,230,2,false
48,553,4,true
36,1199,3,false
55,1322,1,false
46,430,0,true
46,249,2,true
32,1388,1,false
50,1066,0,false
32,412,2,true
66,556,2,false
31,1114,1,false
40,180,0,false
56,403,0,false
23,222,0,false
42,780,2,false
51,1264,2,true
79,1399,0,false
51,1386,4,false
49,891,4,false
59,184,0,false
21,1170,4,false
26,153,1,false
21,580,0,false
19,440,0,false
51,1282,1,false
50,563,0,false
56,425,4,true
43,211,0,false
73,1217,0,false
57,538,2,false
63,579,2,true
27,161,0,true
35,584,3,false
61,451,0,false
35,591,0,false
39,559,1,false
24,559,0,false
84,1389,0,false
34,512,0,true
80,220,2,false
82,1332,1,false
28,474,1,true
80,532,0,false
35,978,1,false
42,538,0,false
38,485,0,false
18,199,3,false
19,1359,1,false
20,835,0,false
43,531,0,false
0,249,0,false
50,1065,0,false
33,1233,2,false
