age,sexe,taux,situationFamiliale,nbEnfantsAcharge,seconde_voiture,immatriculation
144512,37,M,519,En Couple,2,true,1652 KF 42
144524,76,M,461,En Couple,2,true,1514 TU 57
144529,82,F,552,En Couple,2,true,3941 UY 22
144532,64,M,575,En Couple,3,true,1171 ZR 58
144534,78,M,412,En Couple,2,true,1520 XL 78
144557,39,M,154,En Couple,2,true,989 KS 87
144561,26,Homme,866,En Couple,1,true,9114 FR 19
144566,47,M,1009,En Couple,3,true,6725 PZ 70
144570,84,M,540,En Couple,2,true,5129 IO 28
144571,62,F,1390,En Couple,4,true,4245 FJ 59
144576,24,M,864,En Couple,0,true,9604 FM 93
144581,55,M,1068,En Couple,3,true,4832 QS 47
144586,43,M,556,En Couple,1,true,9144 AX 93
144587,18,M,453,En Couple,1,true,378 FV 75
144592,35,M,1140,En Couple,3,true,982 ZW 56
144599,18,M,479,En Couple,2,true,1634 OE 73
144604,82,M,476,En Couple,0,true,4994 WI 25
144635,34,M,444,En Couple,0,true,3906 QK 27
144637,43,F,467,En Couple,1,true,5109 HZ 26
144638,20,M,172,En Couple,0,true,1944 ZW 72
144651,53,M,523,En Couple,4,true,4573 AO 53
144670,28,F,495,En Couple,3,true,8608 KI 92
144687,49,M,225,En Couple,2,true,5913 RP 47
144689,53,F,931,En Couple,1,true,16 GP 85
144694,26,M,1292,En Couple,0,true,9356 DW 32
144701,58,M,497,En Couple,2,true,9353 FQ 68
144709,19,F,1106,En Couple,4,true,278 YY 75
144724,45,M,176,En Couple,2,true,3285 PD 25
144737,54,M,1259,En Couple,4,true,4861 GE 95
144748,39,F,464,En Couple,3,true,6124 KP 85
144749,67,F,907,En Couple,2,true,9784 JD 13
144756,56,M,194,En Couple,1,true,4351 OQ 20
144776,37,F,413,En Couple,0,true,6611 PX 13
144803,77,F,477,Marié(e),2,true,386 CO 77
144816,75,F,726,En Couple,3,true,8658 JX 55
144830,37,M,152,En Couple,2,true,8612 VX 55
144844,35,M,466,En Couple,2,true,2105 GL 65
144863,23,M,417,En Couple,0,true,1136 WP 50
144866,51,M,545,En Couple,0,true,1309 RN 77
144870,33,M,156,En Couple,4,true,7813 LK 37
144884,36,M,1298,En Couple,0,true,7756 CU 74
144886,42,M,557,En Couple,3,true,1720 MW 70
144894,32,F,431,En Couple,1,true,3330 SV 38
144903,63,F,865,En Couple,1,true,5233 WO 23
144917,38,M,892,En Couple,0,true,1572 TO 90
144931,55,M,586,En Couple,0,true,322 JY 86
144939,26,M,155,En Couple,0,true,5343 PF 32
144946,31,M,421,En Couple,2,true,8330 PS 39
144948,20,M,1357,En Couple,4,true,994 ZD 24
144949,40,F,211,En Couple,2,true,5624 QT 27
144953,74,M,1245,En Couple,4,true,1827 WY 23
144956,63,M,466,En Couple,3,true,6818 XZ 41
144966,28,F,861,En Couple,0,true,2418 RP 52
144977,34,M,514,En Couple,0,true,9070 LO 45
144981,27,M,190,En Couple,1,true,3699 PB 49
144989,27,M,464,En Couple,4,true,7929 PK 16
144997,30,F,953,En Couple,1,true,3088 CY 90
145000,79,M,464,En Couple,3,true,4159 BO 52
145003,25,M,408,En Couple,0,true,7825 FZ 48
145030,48,M,197,En Couple,3,true,8690 GG 53
145035,22,F,579,En Couple,2,true,3460 LC 44
145039,18,M,237,En Couple,4,true,1683 AN 13
145050,69,F,408,En Couple,0,true,9505 LU 12
145055,23,M,477,En Couple,1,true,1749 ET 21
145059,26,M,472,En Couple,4,true,4299 TG 48
145060,44,M,230,En Couple,2,true,2015 GC 28
145066,23,F,571,En Couple,1,true,9348 CA 46
145067,44,M,150,En Couple,3,true,6494 WB 90
145081,45,M,816,En Couple,0,true,7112 TJ 69
145090,66,M,587,En Couple,0,true,9284 PT 65
145098,52,M,158,En Couple,0,true,8899 PY 49
145099,19,F,572,En Couple,1,true,4030 PN 26
145107,41,F,219,En Couple,0,true,2863 PA 84
145121,76,M,539,En Couple,2,true,1028 OA 47
145123,81,M,998,En Couple,0,true,2062 YU 62
145124,24,M,182,En Couple,0,true,3108 QQ 68
145126,47,M,160,En Couple,0,true,7752 XR 13
145134,69,F,203,En Couple,0,true,1627 HT 90
145137,50,F,1094,En Couple,4,true,7168 OB 88
145139,21,M,558,En Couple,0,true,7711 XN 15
145142,29,M,1036,En Couple,4,true,4213 UD 66
145156,56,M,421,En Couple,1,true,9812 MV 65
145172,49,M,1219,En Couple,2,true,3221 GY 94
145175,24, ,202,En Couple,1,true,6730 TF 67
145178,31,M,460,En Couple,4,true,4052 AJ 80
145179,56,M,217,En Couple,4,true,5426 NX 15
145182,43,M,214,En Couple,4,true,9724 OT 36
145184,45,M,567,En Couple,0,true,7124 IL 61
145185,82,F,563,En Couple,4,true,3574 TC 74
145187,43,M,236,En Couple,2,true,3835 GW 76
145188,53,M,244,En Couple,3,true,3315 ZU 89
145189,53,M,514,En Couple,4,true,44 HJ 54
145194,41,F,477,En Couple,2,true,4005 GK 55
145195,49,M,1193,En Couple,0,true,6789 JA 57
145197,23,M,401,En Couple,1,true,6378 BN 74
145210,41,M,768,En Couple,3,true,3997 ET 81
145214,55,F,191,En Couple,2,true,4523 DL 39
145235,22,M,414,En Couple,1,true,3878 CK 83
145236,21,M,999,En Couple,2,true,8528 LC 40
145237,41,M,529,En Couple,4,true,9809 XO 31
145259,40,M,1253,En Couple,2,true,1647 DM 65
145261,56,M,1332,En Couple,2,true,4099 RJ 43
145263,20,M,542,En Couple,2,true,2626 KE 20
145268,35,M,235,En Couple,1,true,4899 UI 31
145276,70,M,1265,En Couple,3,true,1831 VI 89
145285,57,M,1192,En Couple,2,true,4569 VG 84
145289,78,M,469,En Couple,1,true,6971 WS 92
145291,21,F,562,En Couple,1,true,9606 PP 57
145299,49,M,916,En Couple,3,true,9553 FP 23
145301,45,M,200,En Couple,1,true,4386 YT 62
145303,50,F,551,En Couple,4,true,3168 KM 98
145315,27,M,490,En Couple,4,true,8980 UG 11
145319,45,F,955,En Couple,2,true,5637 KQ 55
145322,34,M,454,En Couple,4,true,622 GW 23
145331,44,M,163,En Couple,1,true,9720 AD 59
145358,40,F,480,En Couple,3,true,5396 KU 86
145360,21,F,162,En Couple,0,true,9859 NK 42
145362,25,F,586,En Couple,0,true,826 DW 14
145365,53,F,461,En Couple,2,true,4364 ZF 90
145367,58,F,239,En Couple,1,true,6283 PW 21
145369,36,M,1025,En Couple,2,true,8358 YB 27
145371,29,M,820,En Couple,0,true,8092 BM 83
145377,28,M,988,En Couple,4,true,390 AI 43
145383,50,M,434,En Couple,1,true,3605 GC 57
145396,76,F,1122,En Couple,2,true,3008 LF 52
145399,57,M,530,En Couple,4,true,4634 YG 49
145413,19,F,457,En Couple,2,true,5643 UE 13
145415,63,M,1236,En Couple,2,true,9976 RQ 25
145417,57,F,1029,En Couple,0,true,3008 NV 88
145426,25,M,454,En Couple,3,true,2521 QY 41
145428,22,M,503,Marié(e),2,true,7403 BK 53
145431,27,M,596,En Couple,3,true,2479 UM 28
145439,29,M,483,En Couple,2,true,4205 GI 66
145446,27,M,517,En Couple,4,true,7493 WB 77
145447,64,M,532,En Couple,1,true,7744 UM 74
145449,47,M,1041,En Couple,3,true,6454 BN 63
145465,19,M,845,En Couple,2,true,6661 FR 76
145470,61,F,561,En Couple,4,true,2861 AP 24
145507,23,M,1104,En Couple,1,true,4324 CE 71
145508,56,M,420,En Couple,0,true,9507 ZD 94
145512,27,M,448,En Couple,0,true,9596 WZ 82
145528,41,M,543,En Couple,0,true,7941 OQ 97
145531,61,F,469,En Couple,0,true,4546 IZ 36
145540,19,F,876,En Couple,4,true,3313 DA 21
145568,63,M,471,En Couple,1,true,770 LF 11
145570,56,M,481,En Couple,1,true,2062 ND 96
145571,34,F,550,En Couple,2,true,7981 LO 47
145577,68,F,486,En Couple,0,true,1437 KT 12
145580,38,M,408,En Couple,0,true,7869 HA 96
145596,49,M,706,En Couple,3,true,4982 EZ 44
145618,26,M,482,En Couple,2,true,740 KD 10
145626,55,M,215,En Couple,0,true,9404 PD 81
145628,31,M,-1,En Couple,2,true,2892 LX 90
145629,71,M,184,En Couple,2,true,7025 NA 89
145631,37,M,242,En Couple,0,true,7279 QS 66
145633,39,F,1215,En Couple,2,true,8040 AD 23
145634,43,M,531,En Couple,4,true,9530 FR 80
145635,83,F,1388,En Couple,3,true,7072 TQ 28
145640,57,M,1076,En Couple,1,true,619 SJ 63
145643,57,M,849,En Couple,1,true,1264 SG 26
145644,54,F,181,En Couple,3,true,5513 YI 44
145660,27,M,226,En Couple,2,true,225 ZR 16
145662,19,M,538,En Couple,2,true,2383 CO 45
145665,26,F,226,En Couple,4,true,2069 RX 70
145675,26,F,471,En Couple,3,true,9973 EF 40
145696,26,M,536,En Couple,0,true,1814 US 63
145706,52,M,998,En Couple,4,true,3624 ZE 92
145709,70,M,457,En Couple,1,true,1157 BB 35
145710,32,F,421,En Couple,3,true,9196 PH 21
145714,81,F,756,En Couple,0,true,2477 LP 26
145715,76,M,907,En Couple,3,true,7977 LM 88
145725,67,M,1095,En Couple,2,true,1239 QH 31
145735,76,M,855,En Couple,4,true,4883 IR 49
145752,18,F,1102,En Couple,0,true,1746 SC 26
145767,45,M,231,En Couple,1,true,9245 IP 69
145780,76,M,422,En Couple,0,true,5558 BI 71
145796,35,F,595,En Couple,3,true,7037 OT 85
145798,22,F,194,En Couple,1,true,6439 SV 22
145799,53,M,980,En Couple,1,true,8157 OO 16
145802,53,F,587,En Couple,0,true,5141 EK 91
145805,21,F,565,En Couple,4,true,979 ZZ 34
145818,60,M,1194,En Couple,4,true,7823 AC 46
145821,31,M,1164,En Couple,1,true,5127 OB 53
145827,54,M,438,En Couple,1,true,9414 YI 50
145829,27,M,454,En Couple,2,true,4320 RN 96
145857,49,M,522,En Couple,2,true,9278 DA 33
145862,41,M,159,En Couple,2,true,5162 QV 95
145865,42,M,455,En Couple,3,true,206 LH 16
145867,77,M,517,En Couple,1,true,4268 RW 31
145880,24,F,578,En Couple,0,true,6820 AO 63
145893,48,Féminin,434,En Couple,0,true,9329 EC 60
145918,27,M,928,En Couple,1,true,1609 DJ 58
145922,25,F,474,En Couple,2,true,7863 IZ 11
145926,46,F,189,En Couple,0,true,9079 TM 42
145942,71,M,486,En Couple,0,true,2945 RJ 13
145945,24,M,1113,En Couple,2,true,7454 LS 66
145947,84,M,151,En Couple,3,true,1318 WQ 34
145949,46,F,475,En Couple,0,true,9532 ER 21
145961,48,F,159,En Couple,0,true,2499 ZP 58
145964,57,M,213,En Couple,1,true,284 QM 34
145969,55,F,537,En Couple,0,true,8819 DJ 28
145978,71,M,1183,En Couple,1,true,1912 UV 52
145996,72,M,810,En Couple,1,true,2744 EA 50
146010,62,M,969,En Couple,0,true,7019 KG 20
146025,41,M,592,En Couple,0,true,9218 FJ 21
146026,75,F,594,En Couple,0,true,4089 FP 38
146033,60,F,1001,En Couple,4,true,3485 BX 88
146034,44,F,194,En Couple,1,true,4826 DZ 42
146035,29,F,416,En Couple,1,true,4562 UA 20
146037,61,M,162,En Couple,1,true,413 TH 20
146040,40,F,230,En Couple,2,true,5205 US 62
146045,27,F,202,En Couple,4,true,9813 LU 50
146047,77,M,207,En Couple,2,true,4422 UV 61
146052,65,M,459,En Couple,4,true,9849 MU 69
146071,47,M,552,En Couple,1,true,8945 QO 74
146073,42,M,530,En Couple,0,true,8152 VY 58
146075,25,F,519,En Couple,3,true,4520 OQ 57
146078,64,F,461,En Couple,0,true,4073 ON 31
146081,39,F,416,En Couple,1,true,6916 SP 49
146083,49,F,516,En Couple,2,true,2303 YU 90
146088,42,M,534,En Couple,1,true,1155 IE 90
146097,28,M,794,En Couple,0,true,4017 IH 30
146100,45,F,168,En Couple,1,true,7425 IM 43
146112,37,M,542,En Couple,1,true,851 PW 62
146131,51,M,577,En Couple,2,true,4891 RN 78
146139,76,M,1275,En Couple,0,true,4200 QE 45
146144,18,F,516,En Couple,4,true,6977 MM 43
146164,69,M,1373,En Couple,3,true,1621 FW 30
146171,34,M,1118,En Couple,2,true,7970 MG 34
146203,41,M,1125,En Couple,0,true,9554 QV 97
146205,50,M,542,En Couple,3,true,4047 AO 10
146212,43,M,439,En Couple,1,true,2433 UX 67
146214,53,M,217,En Couple,1,true,5142 WW 37
146228,57,F,249,En Couple,0,true,962 FY 48
146233,29,M,592,En Couple,0,true,6967 WS 87
146246,22,F,930,En Couple,1,true,2748 HO 26
146264,47,F,200,En Couple,4,true,2331 ST 72
146268,42,M,211,En Couple,0,true,1035 XM 52
146270,48,F,403,En Couple,2,true,688 KL 22
146273,58,M,820,En Couple,1,true,6760 ND 75
146275,27,M,222,En Couple,3,true,4183 RO 91
146278,66,M,446,En Couple,0,true,9729 CS 32
146294,30,M,593,En Couple,2,true,915 AU 53
146296,37,M,1065,En Couple,0,true,69 QV 87
146302,61,F,1131,En Couple,2,true,956 RO 58
146307,57,M,400,En Couple,1,true,9348 ZN 19
146329,83,M,195,En Couple,4,true,6117 KL 17
146331,50,F,565,En Couple,2,true,852 WH 81
146332,23,M,466,En Couple,0,true,1639 VQ 37
146337,20,M,1326,En Couple,1,true,5550 OB 58
146346,39,M,1256,En Couple,0,true,5843 AE 69
146350,54,M,447,En Couple,0,true,5931 ZC 70
146352,24,M,239,En Couple,1,true,4453 OH 15
146357,27,F,578,En Couple,2,true,7117 SI 58
146358,54,M,410,En Couple,0,true,376 BL 69
146368,81,F,505,En Couple,0,true,1177 PJ 63
146379,41,M,1314,En Couple,4,true,5488 FT 86
146384,23,M,560,En Couple,2,true,6000 QH 35
146397,35,F,1223,En Couple,0,true,9059 RY 57
146398,38,F,428,En Couple,3,true,2727 YM 56
146401,71,M,475,En Couple,4,true,381 RT 14
146405,60,M,1175,En Couple,0,true,4450 JG 12
146432,24,M,180,En Couple,2,true,1899 YN 71
146438,27,M,528,En Couple,0,true,9412 DX 76
146443,36,M,595,En Couple,0,true,6891 RW 33
146446,46,Féminin,1257,En Couple,4,true,2128 TQ 61
146450,51,M,518,En Couple,4,true,5923 YS 58
146455,29,M,1083,En Couple,3,true,965 VS 92
146465,49,Masculin,404,En Couple,0,true,2182 ER 11
146474,23,F,585,En Couple,0,true,4292 QU 35
146489,44,M,931,En Couple,4,true,8616 FV 46
146501,56,M,1173,En Couple,0,true,2500 YI 69
146502,45,F,588,En Couple,2,true,4587 FX 54
146510,59,M,1059,En Couple,0,true,5638 ME 62
146516,73,M,596,En Couple,1,true,6228 IY 41
146524,41,M,502,En Couple,2,true,1334 ID 60
146525,40,F,420,En Couple,1,true,4973 CN 14
146565,73,M,181,En Couple,0,true,2998 LZ 41
146573,22,M,191,En Couple,2,true,2207 LR 69
146578,70,F,427,En Couple,4,true,640 FD 82
146579,22,F,515,En Couple,1,true,4972 YH 61
146580,26,M,501,En Couple,1,true,8001 VN 11
146587,39,M,1332,En Couple,0,true,9088 YO 31
146596,57,M,804,En Couple,2,true,5053 HA 28
146599,39,M,566,En Couple,1,true,4018 IQ 28
146602,58,M,209,En Couple,1,true,6013 PQ 90
146604,50,Homme,541,En Couple,4,true,2703 ED 73
146616,25,M,494,En Couple,0,true,9183 TF 26
146619,53,F,1298,En Couple,2,true,1669 GG 82
146639,82,M,519,En Couple,1,true,278 ER 16
146641,68,M,566,En Couple,0,true,6229 RQ 76
146643,37,M,199,En Couple,0,true,2009 DR 52
146648,31,M,508,En Couple,4,true,89 EJ 42
146654,19,M,228,En Couple,3,true,6173 XF 65
146658,28,F,417,En Couple,2,true,3932 JJ 58
146659,48,M,1150,En Couple,0,true,3892 JW 48
146671,52,M,463,En Couple,2,true,3271 HB 71
146687,22,F,190,En Couple,4,true,3806 YI 50
146697,50,F,517,En Couple,2,true,7726 NZ 84
146703,38,M,443,En Couple,0,true,1855 ET 68
146713,19,M,158,En Couple,0,true,3028 UP 48
146718,77,F,172,En Couple,4,true,4368 KO 54
146726,57,F,162,En Couple,2,true,7419 KS 31
146729,42,M,1394,En Couple,1,true,8392 MR 34
146733,24,M,768,En Couple,1,true,6346 RT 72
146744,51,F,1254,En Couple,1,true,3535 QE 42
146759,18,F,496,En Couple,1,true,1265 OM 79
146763,21,M,946,En Couple,0,true,5307 OI 86
146771,83,M,175,En Couple,2,true,1073 HO 77
146776,57,M,507,En Couple,3,true,2515 RS 84
146787,69,F,545,En Couple,0,true,6761 CO 46
146789,47,M,228,En Couple,1,true,7786 QT 12
146794,21,M,457,En Couple,1,true,2301 CV 33
146800,36,Masculin,1093,Marié(e),0,true,9234 FU 73
146805,27,M,248,En Couple,0,true,8948 IY 10
146810,64,F,180,En Couple,1,true,480 JI 59
146812,41,M,213,En Couple,2,true,2367 OH 23
146827,29,M,247,En Couple,3,true,4019 AT 23
146834,23,M,1340,En Couple,3,true,82 GL 62
146836,76,F,498,En Couple,4,true,2774 EU 94
146837,38,M,207,En Couple,1,true,7943 UP 82
146842,54,F,246,En Couple,1,true,1036 QA 96
146849,48,M,533,En Couple,2,true,9457 AR 38
146853,37,F,581,En Couple,4,true,4897 IR 73
146857,39,M,209,En Couple,1,true,1023 WA 17
146859,59,M,517,En Couple,0,true,7192 AV 25
146869,57,M,997,En Couple,2,true,8033 MJ 47
146871,56,F,1397,En Couple,2,true,780 AY 91
146875,57,M,229,En Couple,3,true,1733 QX 24
146902,45,M,433,En Couple,3,true,7529 FX 59
146908,58,M,487,En Couple,0,true,8530 YE 54
146914,45,F,1336,En Couple,2,true,3601 AQ 56
146924,32,M,925,En Couple,0,true,704 YZ 88
146928,31,F,204,En Couple,0,true,1791 YM 43
146932,55,M,517,En Couple,1,true,9242 NW 31
146936,19,M,400,En Couple,0,true,866 TQ 95
146943,57,F,904,En Couple,1,true,2685 PB 70
146949,30,M,1123,En Couple,3,true,2565 WK 18
146951,37,M,991,En Couple,2,true,2221 FN 30
146989,82,F,199,En Couple,4,true,2663 YI 58
146991,42,F,1328,En Couple,1,true,3498 PJ 93
147004,31,M,719,En Couple,2,true,6103 HL 59
147005,38,M,1354,En Couple,4,true,4891 TI 12
147009,27,M,1399,En Couple,1,true,5993 AL 78
147020,26,M,232,En Couple,2,true,7787 NV 78
147021,49,F,204,Marié(e),1,true,2196 CW 67
147023,81,M,765,En Couple,0,true,8499 DS 98
147042,30,F,514,En Couple,0,true,8695 QG 15
147049,69,M,529,En Couple,4,true,6765 TW 50
147054,25,F,554,En Couple,0,true,4454 YO 46
147056,78,F,454,En Couple,1,true,7525 EN 95
147063,23,M,898,En Couple,0,true,3088 TS 85
147074,23,M,?,En Couple,3,true,5369 OT 81
147095,73,M,200,En Couple,2,true,6631 BC 90
147104,60,M,565,En Couple,0,true,1993 BJ 93
147106,48,M,1239,En Couple,1,true,9865 WQ 38
147111,47,M,544,En Couple,1,true,8097 EO 92
147112,50,Masculin,1121,En Couple,3,true,7211 VH 89
147134,42,F,220,En Couple,0,true,37 GX 50
147143,23,M,217,En Couple,3,true,2258 PC 79
147144,73,M,223,En Couple,3,true,2678 PB 19
147159,42,F,504,En Couple,1,true,7674 KI 64
147161,28,M,446,En Couple,3,true,1464 AJ 89
147162,29,M,231,En Couple,2,true,1257 DM 84
147165,83,M,535,En Couple,0,true,7189 XO 19
147178,19,M,583,En Couple,3,true,8299 VZ 48
147191,46,M,1022,En Couple,0,true,7988 MO 22
147192,53,M,477,En Couple,2,true,2114 OP 77
147200,21,F,1256,En Couple,0,true,5714 ZR 38
147211,78,F,549,En Couple,2,true,6690 DR 34
147224,58,M,837,En Couple,2,true,7921 IC 18
147230,25,F,1015,En Couple,2,true,43 MO 93
147233,21,F,1268,En Couple,0,true,6996 WM 77
147242,46,M,199,En Couple,2,true,8528 OY 40
147244,44,M,438,En Couple,2,true,7147 RH 20
147253,41,M,705,En Couple,4,true,9733 PG 44
147256,35,M,1311,En Couple,1,true,6959 QQ 71
147267,35,M,434,En Couple,0,true,1748 JK 47
147270,19,M,186,En Couple,3,true,5272 RU 50
147279,77,M,540,En Couple,1,true,3635 UL 89
147280,40,F,572,En Couple,0,true,8665 NX 70
147325,24,M,219,En Couple,0,true,9697 VW 73
147326,37,M,1081,En Couple,2,true,8836 VK 34
147331,44,M,1217,En Couple,2,true,552 RP 52
147336,40,M,1090,En Couple,1,true,6345 NG 74
147342,36,M,508,En Couple,0,true,2193 HA 98
147367,49,F,477,En Couple,0,true,9953 DS 56
147388,31,F,1151,En Couple,4,true,2277 CC 38
147394,24,M,557,En Couple,4,true,3096 KD 24
147407,33,M,490,En Couple,1,true,4791 II 20
147416,30,M,205,En Couple,2,true,6893 UD 73
147436,60,F,1221,En Couple,3,true,4713 OQ 94
147448,61,F,1336,En Couple,1,true,9186 ND 88
147464,66,M,793,En Couple,4,true,8914 TP 75
147468,28,F,557,En Couple,0,true,1889 DI 69
147471,45,F,1035,En Couple,4,true,3304 OP 96
147485,62,M,215,En Couple,4,true,9968 BT 74
147487,43,M,408,En Couple,2,true,9041 FB 56
147490,19,M,465,En Couple,1,true,39 TJ 16
147494,37,M,487,En Couple,0,true,2092 YX 81
147495,49,F,584,En Couple,1,true,9181 XG 79
147497,20,M,1233,En Couple,1,true,4508 IY 35
147499,79,F,585,En Couple,1,true,4859 YT 88
147507,49,M,1223,En Couple,4,true,7470 AW 10
147509,83,M,563,En Couple,1,true,6223 VK 68
147524,23,M,479,En Couple,1,true,5441 DQ 32
147546,56,F,517,En Couple,0,true,1480 FP 60
147562,20,F,205,En Couple,1,true,4833 BP 91
147563,32,M,434,En Couple,1,true,5102 SY 34
147583,63,F,443,En Couple,4,true,6797 YA 67
147586,22,M,597,En Couple,4,true,2633 DR 58
147590,29,M,182,En Couple,1,true,7783 CL 60
147600,48,F,186,En Couple,0,true,1181 ZZ 28
147602,57,M,543,En Couple,0,true,1338 PY 17
147615,20,F,596,En Couple,2,true,62 ME 71
147616,43,F,431,En Couple,1,true,9643 BX 90
147619,48,M,519,En Couple,4,true,4165 OS 12
147621,51,M,508,En Couple,3,true,4850 NM 95
147622,35,F,465,En Couple,0,true,4030 WN 96
147623,41,Féminin,168,En Couple,0,true,4432 RH 35
147643,34,M,164,En Couple,0,true,9173 WQ 18
147645,46,F,1191,En Couple,2,true,2017 UK 29
147670,50,M,1305,En Couple,1,true,548 JL 46
147678,67,F,429,En Couple,4,true,5957 JF 66
147687,42,M,571,En Couple,0,true,5705 XR 90
147688,27,F,1018,En Couple,3,true,5020 BC 44
147697,47,Féminin,212,En Couple,4,true,3766 NN 24
147705,78,F,942,En Couple,4,true,6153 AM 20
147709,55,M,533,En Couple,4,true,4380 YH 59
147713,82,M,197,En Couple,0,true,6803 MK 68
147726,45, ,575,En Couple,0,true,7171 QM 64
147732,52,M,1228,En Couple,0,true,4174 VM 57
147746,28,M,505,En Couple,2,true,7988 FQ 95
147753,34,M,203,En Couple,1,true,8979 LW 55
147760,23,M,1227,En Couple,3,true,4271 ZB 69
147768,33,M,210,En Couple,0,true,1823 JD 62
147771,62,Féminin,400,En Couple,0,true,6489 AN 74
147772,50,M,720,En Couple,2,true,5499 IK 86
147788,22,F,499,En Couple,4,true,125 GA 59
147792,68,M,1289,En Couple,1,true,6647 KD 52
147795,24,M,527,En Couple,2,true,3069 RA 89
147796,82,M,152,En Couple,1,true,3913 IE 43
147819,26,F,487,En Couple,4,true,9244 MB 45
147820,21,M,192,En Couple,1,true,7204 HY 28
147830,54,M,235,En Couple,2,true,3825 OD 88
147831,23,M,1056,En Couple,1,true,7700 EM 52
147834,49,Homme,422,En Couple,2,true,5021 TQ 31
147840,32,M,476,En Couple,4,true,9359 DY 70
147848,56,M,435,En Couple,0,true,1037 MP 86
147849,36,M,193,En Couple,0,true,1063 BO 42
147855,35,M,510,En Couple,2,true,4513 JE 67
147858,77,M,442,En Couple,3,true,5100 YT 26
147862,62,M,536,En Couple,3,true,5052 NC 70
147891,27,M,589,En Couple,0,true,3879 FP 93
147903,61,M,1319,En Couple, ,true,4636 YZ 86
147905,78,M,223,En Couple,0,true,9709 UB 21
147913,52,M,469,En Couple,3,true,6164 GC 85
147914,63,M,493,En Couple,4,true,4758 IY 25
147916,27,M,240,En Couple,2,true,2161 JC 76
147925,74,M,502,En Couple,1,true,1467 HK 52
147926,23,M,561,En Couple,2,true,9869 HO 70
147930,41,F,565,En Couple,2,true,815 FY 16
147938,39,M,810,En Couple,0,true,6354 UI 79
147940,32,F,574,En Couple,1,true,328 EH 30
147941,33,M,562,En Couple,4,true,8836 JA 29
147963,40,M,931,En Couple,0,true,826 VM 54
147972,39,M,404,En Couple,4,true,7780 QY 60
147975,53,M,1043,En Couple,2,true,4219 XL 69
147976,62,M,827,En Couple,1,true,2166 HV 10
147984,60,F,222,En Couple,2,true,7756 IM 11
147985,43,M,829,En Couple,4,true,3390 BF 91
147990,33,M,529,En Couple,4,true,5400 PJ 49
147999,34,M,1288,En Couple,1,true,1462 AG 61
148044,28,M,550,En Couple,2,true,526 IG 88
148045,55,F,217,En Couple,2,true,89 KR 96
148048,55,F,812,En Couple,0,true,1190 GD 71
148049,28,M,217,En Couple,1,true,3515 NO 13
148050,23,M,201,En Couple,1,true,9099 WS 14
148056,63,M,546,En Couple,0,true,8240 TN 98
148057,79,F,434,En Couple,1,true,3164 GB 31
148067,26,M,823,En Couple,1,true,9902 XY 38
148085,44,M,542,En Couple,1,true,6687 AE 13
148089,69,F,536,En Couple,2,true,4322 HM 84
148096,46,M,582,En Couple,2,true,8492 BR 54
148102,50,M,1149,En Couple,4,true,8981 EW 46
148114,48,M,595,En Couple,4,true,7647 SW 42
148118,44,M,798,En Couple,0,true,3437 LA 34
148121,57,M,531,En Couple,2,true,4543 YU 15
148139,20,F,223,En Couple,0,true,3350 BM 21
148143,76,F,481,En Couple,0,true,7894 MO 21
148144,30,F,567,En Couple,0,true,1779 WO 70
148156,49,M,1198,En Couple,3,true,2073 DZ 15
148159,23,M,780,En Couple,2,true,7491 MI 28
148161,20,M,756,En Couple,1,true,7019 TK 53
148174,48,F,1110,En Couple,1,true,359 PR 20
148209,45,M,599,En Couple,2,true,6605 WM 64
148213,51,M,453,En Couple,3,true,3460 EL 11
148214,29,F,1205,En Couple,3,true,5088 GD 57
148215,47,M,1304,En Couple,0,true,6843 YK 33
148216,60,M,555,En Couple,3,true,5539 FW 21
148217,70,Homme,747,En Couple,1,true,2043 UM 42
148220,38,M,494,En Couple,3,true,1283 GT 79
148221,33,F,446,En Couple,4,true,8795 GK 56
148223,26,F,478,En Couple,2,true,3413 SR 29
148228,71,M,517,En Couple,1,true,2208 HH 52
148235,19,M,201,En Couple,0,true,6890 HD 57
148240,76,Masculin,537,En Couple,2,true,8771 GT 82
148250,49,M,1385,En Couple,0,true,8221 ET 33
148253,65,M,885,En Couple,4,true,586 HL 60
148257,48,M,405,En Couple,2,true,891 JU 33
148265,83,F,1387,En Couple,4,true,65 FM 39
148267,76,M,582,En Couple,2,true,8493 IZ 23
148268,18,M,243,En Couple,1,true,9790 YE 37
148287,19,M,731,En Couple,1,true,2610 II 83
148316,64,M,246,En Couple,3,true,5408 CM 40
148331,57,M,573,En Couple,0,true,6616 PH 68
148332,81,F,406,En Couple,1,true,2574 EE 81
148334,82,M,460,En Couple,4,true,5430 RI 47
148343,52,F,1221,En Couple,2,true,7783 BB 60
148352,54, ,501,En Couple,4,true,8090 JO 33
148354,46,M,701,En Couple,4,true,5123 JD 80
148379,34,M,469,En Couple,2,true,3733 SJ 27
148393,83,M,483,En Couple,1,true,6600 HI 13
148395,21,M,525,En Couple,0,true,5980 FP 95
148398,22,F,512,En Couple,0,true,1419 EV 33
148417,26,M,412,En Couple,3,true,7528 FY 84
148419,60,M,1293,En Couple,3,true,5371 QO 81
148434,24,F,431,En Couple,0,true,3079 OT 37
148435,76,M,508,En Couple,2,true,6842 LF 90
148446,41,M,1363,En Couple,0,true,7430 KK 62
